id,title,abstract,patent_date,year
11860796,Execution space agnostic device drivers,"Embodiments described herein provide techniques to manage drivers in a user space in a data processing system. One embodiment provides a data processing system configured perform operations, comprising discovering a hardware device communicatively coupled to the communication bus, launching a user space driver daemon, establishing an inter-process communication (IPC) link between a first proxy interface for the user space driver daemon and a second proxy interface for a server process in a kernel space, receiving, at the first proxy interface, an access right to enable access to a memory buffer in the kernel space, and relaying an access request for the memory buffer from the user space driver daemon via a third-party proxy interface to enable the user space driver daemon to access the memory buffer, the access request based on the access right.",2024-01-02,2024
11860811,Message protocol for a data processing system,"The present disclosure provides a system and methods for transferring data across an interconnect. One method includes, at a request node, receiving, from a source high speed serial controller, a write request from a source, dividing the write request into sequences of smaller write requests each having a last identifier, and sending, to a home node, the sequences of smaller write requests; and, at the home node, sending, to a destination high speed serial controller, the sequences of smaller write requests for assembly into intermediate write requests that are transmitted to a destination. Each sequence of smaller write requests is assembled into an intermediate write request based on the last identifier.",2024-01-02,2024
11860814,Scalable distributed computing system with deterministic communication,"A scalable multi-stage hypercube-based interconnection network with deterministic communication between two or more processing elements (“PEs”) or processing cores (“PCs”) arranged in a 2D-grid using vertical and horizontal buses (i.e., each bus is one or more wires) is disclosed. In one embodiment the buses are connected in pyramid network configuration. At each PE, the interconnection network comprises one or more switches (“interconnect”) with each switch concurrently capable to send and receive packets from one PE to another PE through the bus connected between them. Each packet comprises data token, routing information such as source and destination addresses of PEs and other information.Each PE, in addition to interconnect, comprises a processor and/or memory. In one embodiment the processor is a Central Processing Unit (“CPU”) comprises functional units that perform such as additions, multiplications, or logical operations, for executing computer programs. In another embodiment the processor comprises a domain specific architecture (“DSA”) based Deep Neural Network (“DNN”) processor comprising one or more multiply accumulate (“MAC”) units for matrix multiply operations. In one embodiment at each PE processor, memory and interconnect are directly connected to each other. The 2D-grid of PEs is of size α×b where α≥1, b≥1, a+b>2, and both α and b are integers is disclosed.Methods for all the PEs of the 2D-grid of PEs concurrently broadcasting packets to all the other PEs in the 2D-grid in a non-blocking, collision-free and without requiring to queue in a deterministic number of time steps, in a fixed predetermined path between each two PEs are disclosed. Methods for all the PEs of the 2D-grid of PEs concurrently arbitrary fan-out multicasting and unicasting packets to the other PEs in the 2D-grid in a non-blocking, collision-free and without requiring to queue in a deterministic number of time steps, in a fixed predetermined path between each two PEs are also disclosed.",2024-01-02,2024
11860817,Online data format conversion,"In some examples, a data management system generates snapshots in a distributed file system based on a protocol or a user triggered event, The data management system identifies a snappable file in a distributed file system and a first data block in the snappable file, the first data block including data and attribute data. The system scans an index file to access the attribute data of the first data block and initiates construction of a patch file based on the accessed attribute data. The system repeats the scanning of the index file to access attribute data of at least a further second data block, the second data block including data and attribute data, and completes construction of the patch file based on the accessed attribute data of the first and second data blocks. The system generates conversion simulation information by collecting attribute data for all the data blocks of the constructed patch file, and writes the simulation information to a patch file image.",2024-01-02,2024
11860818,System and method for provisioning databases in a hyperconverged infrastructure system,"A system and method include receiving, by a database engine of a database system associated with a virtual computing system, a user request via a dashboard for provisioning a source database with the database system, receiving, by the database engine via the dashboard, selection of a database engine type, and receiving, by the database engine via the dashboard, selection of a Service Level Agreement (“SLA”) and a protection schedule. The system and method also include provisioning, by the database engine, the source database based upon the database engine type, creating, by the database engine, an instance of a database protection system based upon the SLA and the protection schedule, including associating the instance of the database protection system with the source database, and displaying, by the database engine, the source database within the dashboard.",2024-01-02,2024
11860820,Processing data through a storage system in a data pipeline,"Processing data through a storage system in a data pipeline including receiving, by the storage system, a dataset from a collector on a data producer, wherein the dataset is disaggregated from metadata for the dataset by the collector; storing the dataset on the storage system; receiving, by the storage system from a data indexer, a request for data from the dataset, wherein the request for the data comprises the metadata gathered by the collector on the data producer; servicing, by the storage system, the request for the data by locating the data using the metadata gathered by the collector on the data producer and received in the request for the data; and receiving, from the data indexer, indexed data indexed using the metadata gathered by the collector on the data producer.",2024-01-02,2024
11860822,"Immutable ledger with efficient and secure data destruction, system and method","A system and method for destroying data stored on an immutable distributed ledger utilizes technology from the following fields: encryption, digital signatures, data structures, distributed storage, distributed ledger technology, and smart contracts. Immutable distributed ledgers provide benefits for sensitive data, including availability, integrity, and data processing visibility. The system and method places sensitive data on an immutable distributed ledger and maintains these advantages of immutable distributed ledgers. The system and method also supports the efficient deletion of this sensitive data without compromising the integrity of the ledger.",2024-01-02,2024
11860824,Graphical user interface for display of real-time feedback data changes,"Disclosed are systems and methods that automatically classify, filter, and reduce large volumes of feedback data as a function of time using artificial intelligence technology. The aggregated feedback data is reduced by representing the feedback data as sets of descriptors corresponding to one or more time periods that are displayed on a graphical user interface. Feedback data packets are parsed by labeling the feedback data packets with a time period identifier. The feedback data packets are processed utilizing neural network technology to classify the feedback data according to one or more subject identifiers that are each associated with a subject vector. A descriptor analysis is used to process the subject vectors and the feedback data packets to generate descriptor sets comprising one or more descriptors as well as weighting data for each descriptor.",2024-01-02,2024
11860827,System and method for identifying business logic and data lineage with machine learning,"An embodiment of the present invention is directed to implementing machine learning to define business logic and lineage. The system analyzes data patterns of SORs as well as consumption attributes to define the business logic. An embodiment of the present invention may achieve over 95% match rate for complex attributes. When provided with thousands of SOR attributes, the innovative system may identify a handful of relevant SOR attributes required as well as the business logic to derive the consumption attribute.",2024-01-02,2024
11860831,Systems and methods for data entry,"Systems and methods for entering and storing data. User input defining a data set is received. A data collection construct including a data entry user interface for inputting data in the data set is defined using the user input. A data storage construct including queries for retrieving the data is automatically defined based on the user input. Additional user input indicating modifications to the data set is received. The data collection construct, the data storage construct, and the queries are automatically updated based on the additional user input indicating modifications to the data set.",2024-01-02,2024
11860839,Tuning external invocations utilizing weight-based parameter resampling,"Techniques are disclosed for tuning external invocations utilizing weight-based parameter resampling. In one example, a computer system determines a plurality of samples, each sample being associated with a parameter value of a plurality of potential parameter values of a particular parameter. The computer system assigns weights to each of the parameter values, and then selects a first sample for processing via a first external invocation based on a weight of the parameter value of the first sample. The computer system then determines feedback data associated with a level of performance of the first external invocation. The computer system adjusts the weights of the parameter values of the particular parameter based on the feedback data. The computer system then selects a second sample of the plurality of samples to be processed via execution of a second external invocation based on the adjustment of weights of the parameter values.",2024-01-02,2024
11860841,Online import using system-versioned tables,"Implementations include setting a session variable of each of a plurality of tenants to a first timestamp, importing, after the first timestamp, a first set of content to a shared container within a database system, during importing, each tenant in the plurality of tenants accessing pre-import data stored in the shared container based on the session variable being set to the first timestamp, and after importing the first set of content to the shared container, un-setting, at a second timestamp, the session variable of each of the plurality of tenants from the first timestamp, after the second timestamp, each tenant in the plurality of tenants accessing post-import data stored in the shared container.",2024-01-02,2024
11860843,Data processing method and device,"Disclosed are a data processing method and device, the method including: setting the scale of data; analyzing and computing a correlation between the data according to the scale of the data; and processing the data on the basis of the correlation according to a processing method corresponding to a set processing type. According to different processing types, disclosed are: a data management and storage method; a method for establishing indexes and analyzing management data; a method for managing and storing data on the basis of indexes; a method for displaying data; a method for analyzing and computing data; and a method for progressive transmission of data.",2024-01-02,2024
11860846,"Methods, systems and apparatus to improve spatial-temporal data management","Methods, apparatus, systems and articles of manufacture are disclosed to improve spatial-temporal data management. An example apparatus includes a hypervoxel data structure generator to generate a root hexatree data structure having sixteen hypernodes, an octree manager to improve a spatiotemporal data access efficiency by generating a first degree of symmetry in the root hexatree, the octree manager to assign a first portion of the hypernodes to a positive temporal subspace and to assign a second portion of the hypernodes to a negative temporal subspace, and a quadtree manager to improve the spatiotemporal data access efficiency by generating a second degree of symmetry in the root hexatree, the quadtree manager to assign respective hypernodes of the positive temporal subspace and the negative temporal subspace to respective positive and negative spatial subspaces.",2024-01-02,2024
11860848,Encoder-decoder transformer for table generation,"Systems and methods for generating tables are provided. The systems and methods perform operations comprising accessing a text document comprising a plurality of strings; processing the text document by a machine learning model to generate a table comprising a plurality of entries that organizes the plurality of strings into rows and columns over a plurality of iterations; and at each of the plurality of iterations, estimating by the machine learning model a first value of a first entry of the plurality of entries based on a second value of a second entry of the plurality of entries that has been determined in a prior iteration.",2024-01-02,2024
11860850,Stream object type for query processing,"Provided herein are systems and methods for a stream object configuration, including configuring and processing streams on views and streams on tables. For example, a method includes parsing, by at least one hardware processor, a received query to determine a plurality of data processing operations associated with a base table. A stream object on the base table is generated. The stream object includes a plurality of query results from executing the plurality of data processing operations and a corresponding plurality of time stamps of times the plurality of query results are obtained. A stream expansion of the stream object is performed. The stream expansion is based on computing changes to the base table from the plurality of data processing operations.",2024-01-02,2024
11860852,Systems and methods for analyzing veracity of statements,"The present embodiments may relate to secondary systems that verify potential fraud or the absence thereof. Artificial intelligence and/or chatbots may be employed to verify veracity of statements used in connection with insurance or loan applications, and/or insurance claims. For instance, a veracity analyzer (VA) computing device includes a processor in communication with a memory device, and may be configured to: (1) generate at least one model by analyzing a plurality of historical statements to identify a plurality of reference indicators correlating to inaccuracy of a historical statement; (2) receive a data stream corresponding to a current statement; (3) parse the data stream using the at least one model to identify at least one candidate indicator included in the current statement matching at least one of the plurality of reference indicators; and/or (4) flag, in response to identifying the at least one candidate indicator, the current statement as potentially false.",2024-01-02,2024
11860857,MUSS—map user submission states,"The present disclosure provides systems and methods for an interactive user interface that allows for one or more submissions of update information related to a point of interest to be reviewed. The system may receive the submission from a computing device. The system may analyze the submission to determine the type of content, such as the name, address, website, photo, etc. related to the point of interest. The type of content may be classified using a machine learning model. The model may compare the content of the submission to a model of the type of content to determine whether the submission is approved for publishing or whether additional information is needed. The system may transmit one or more notifications to the computing device. The notifications may include updates on the workflow status of the submission.",2024-01-02,2024
11860864,Materialized views as a service for analytics,"Embodiments may facilitate data analytics for a cloud computing environment. A plurality of system tables may store system metadata that associates a first materialized view with a first view and a first table. A transaction compute unit may process an update request relevant to the first view. A query parser may capture the update request from the transaction compute unit and detect which system tables are associated with the update request relevant to the first view. Responsive to the request, the query processor arranges for first table data to be replicated and transmit a materialized view request to a materialized view compute unit. The materialized view compute unit may be created as a Materialized View-as-a-Service (“MVaaS”) independent of the transaction compute unit. The materialized view compute unit may receive the materialized view request, refresh the first materialized view, compute the first materialized view, and store a result of the computation.",2024-01-02,2024
11860865,"Analytic systems, methods, and computer-readable media for structured, semi-structured, and unstructured documents","A computer system extracts contender values as positively associated with a pre-defined value from a compilation of one or more electronically stored semi-structured document(s) and/or one or more electronically stored unstructured document(s). The computer system performs a multi-dimensional analysis to narrow the universe of contender values from all words on a page of the compilation to the contender value(s) with the highest likelihood of being associated with the pre-defined value. The system's platform allows every user of the system to customize the system according to the user's needs. Various aspects can enable users to mine document stores for information that can be charted, graphed, studied, and compared to help make better decisions.",2024-01-02,2024
11860877,Streaming data analytics using data pipelines and knowledge graphs,"One example method includes receiving a data stream that comprises data in a form of multi-dimensional data structures. The data stream may be received in real time as it is generated. Metadata about the data may be generated and stored. Further, portions of the data may be selected and cached, and the cached data analyzed in real time. Based on the analyzing, various insights may be generated concerning the data that was analyzed.",2024-01-02,2024
11860883,System and method for implementing data usage analysis for database systems,"An embodiment of the present invention is directed to implementing a data usage analytics engine for database systems. An embodiment of the present invention is directed to implementing a Data Usage Analysis engine that receives queries (e.g., SQL queries), tables (e.g., Internal Catalog tables) and/or other data formats as input. An embodiment of the present invention may then parse the queries and identify various data usage patterns. This may include details concerning what tables are used, how much data is queried at what intervals, frequency of querying along what attributes are used in the queries and/or other usage details in various levels of granularity.",2024-01-02,2024
11860884,Search query modification database,"Systems, devices, media, and methods are presented for assembling a database for query generation. The database is assembled by receiving a query history log, the query history log including target queries and a mapping between each of the target queries and associated subqueries for each of the target queries, selecting one or more of the associated subqueries for a first target query based on a conditional probability exceeding a threshold for the associated subqueries of the first target query compared to the matching associated subqueries of the other target queries, and including the first target query and the selected one or more associated subqueries for the first target query in the in-memory data structure store for query generation.",2024-01-02,2024
11860899,Data synchronization in cloud platforms without database locking,"Methods, systems, and computer-readable storage media for receiving, by a messaging system, a message having a key, the key indicating a tenant of a set of tenants, providing, by the messaging system, the message in a partition of a messaging queue, reading, by a service instance, the message from the partition, the service instance being in a set of services instances, each service instance executing a service of a service-based application, and in response to the message, updating, by the service instance, at least a portion of data stored within a database system, the portion of data being associated with the tenant, the database system storing data of each tenant of the set of tenants.",2024-01-02,2024
11860912,Answerability-aware open-domain question answering,"A system comprises an input interface to receive input indicating a question, a communication module to establish a communication link with an access network, wherein the communication link provides connectivity to one or more packet data networks (PDNs) via the access network, and a computer coupled to the input interface and the communication module, the computer including a processor and a memory, the memory storing instructions executable by the processor to execute an information retrieval procedure including accessing an open-domain context search space of the one or more PDNs and retrieving, from among a plurality of contexts of the open-domain context search space, a plurality of candidate contexts for answering the question using a question-answering model for open-domain question answering, identify a set of non-answering contexts among the plurality of candidate contexts, wherein each of the set of non-answering contexts is a respective context for which the question-answering model predicts the question to be unanswerable, determine an open-domain unanswerability score for the question based on respective relevance scores for the set of non-answering contexts, determine an open-domain result for the question based on the open-domain unanswerability score for the question, and output result information indicating the open-domain result for the question.",2024-01-02,2024
11860914,Natural language database generation and query system,A query request may be received via a communication interface. Records may be retrieved from a database system based on the query request. The records may correspond with document portions selected from documents. A subset of the records may be determined by applying textual analysis of the document portions based on the query request. A response message to the original request may be generated and sent via a communication interface. The response message may include an answer to the query in natural language generated based on the first subset of the records.,2024-01-02,2024
11860916,Database query generation using natural language text,"Some embodiments may obtain a natural language question, determine a context of the natural language question, and generate a first vector based on the natural language question using encoder neural network layers. Some embodiments may access a data table comprising column names, generate vectors based on the column names, and determine attention scores based on the vectors. Some embodiments may update the vectors based on the attention scores, generating a second vector based on the natural language question, determine a set of strings comprising a name of the column names and a database language operator based on the vectors. Some embodiments may determine a values based on the determined database language operator, the name, using a transformer neural network model. Some embodiments may generate a query based on the set of strings and the values.",2024-01-02,2024
11860917,Catalog adoption in procurement,A system and method provide a trained model that uses vectorized word embeddings that are averaged or summed to form representations for sentences and phrases. The representations are processed in a Siamese neural network including multiple LSTM stages to find semantically related matches in catalogs for non-catalog queries. The model is trained using catalog data and randomized data using a contrastive loss function to generate similarity metrics for catalog-non-catalog pairs.,2024-01-02,2024
11860919,System and method for generating and obtaining remote classification of condensed large-scale text objects,"A system to quantify aggregate alignment of segmented text with an evaluator population, with a data processing system comprising memory and one or more processors, can segment a first extended text object into one or more evaluation text objects associated with a population reference, identify one or more text frame objects corresponding to the evaluation text objects, the text frame objects being associated with a second extended text object, generate, based on the text frame objects, one or more context identifier objects corresponding to the evaluation text objects, and generate a condensed text object including one or more of the evaluation text objects, the evaluation text objects being positioned in the condensed text object in response to output of a first machine learning model trained with input including at least one of the first extended text objects, the evaluation text objects, the context identifier objects, and the text frame objects.",2024-01-02,2024
11860928,Dialog-based image retrieval with contextual information,"A method includes receiving input from a client at least partially specifying one or more characteristics, wherein the initial input includes a seed image and a natural language statement describing a desired change to the seed image; predicting one or more attributes of the seed image by operation of a neural network on the seed image; and parsing the natural language statement to identify desired changes to the one or more attributes of the seed image. The method also includes generating an interim target image by changing the one or more attributes of the seed image, according to the parsed natural language statement; selecting a set of images from an image database for output to the client, each of said set of images being determined to at least partially satisfy the one or more changed attributes of the seed image; and displaying the set of images to the client.",2024-01-02,2024
11860929,System and method for unifying feature vectors in a knowledge graph,"Disclosed are apparatuses, methods, and computer readable media for improved multi-datatype searching comprising receiving a search query of a first datatype, generating a vector of the first datatype describing the search query, expanding the vector of the first datatype to include a second datatype vector, wherein the second datatype vector is different from the first datatype but may be conceptually equivalent, and wherein the second datatype is associated with the vector of the first datatype, and performing a search based on the first datatype and a search on the second datatype.",2024-01-02,2024
11860949,Automatic keyphrase labeling using search queries,"Automatic keyphrase labeling and machine learning training may include a processor extracting a plurality of keywords from at least one search query that resulted in a selection of a document appearing in a search result. For each of the plurality of keywords, the processor may determine a probability that the keyword describes the document. The processor may generate one or more keyphrases by performing processing including selecting each of the plurality of keywords having a probability greater than a predetermined threshold value for insertion into at least one of the one or more keyphrases and assembling the one or more keyphrases from the selected plurality of keywords. The processor may label the document with the keyphrase.",2024-01-02,2024
11860954,"Collaboratively finding, organizing and/or accessing information","Methods, systems, devices and/or apparatus related to finding and sharing information on a large-scale or global computer network such as the Internet, and, specifically, to allow for collaboratively searching for, organizing and/or accessing information. One example provides computer-readable medium(s) having instructions thereon configured to operate a network accessible computer system to: receive a search query; generate search result data from processing the search query through at least one search engine; generate a collaborative search portal associated with the search query; receive one or more instructions for associating at least one of the search result data with the collaborative search portal; associate the at least one of the search result data with the collaborative search portal; store, in one or more storage devices, the collaborative search portal and the associated search result data; and organize the search result data in response to user signals received via the collaborative search portal.",2024-01-02,2024
11860957,Identifying search results using deep query understanding,"An improved search engine is disclosed. The search engine receives search queries from client devices and inputs these queries into a first neural network (an action understanding model) that includes an action embedding layer. The action embedding layer can be a word embedding layer constructed using action terms. The action understanding model outputs a filter match associated with a type of filter and, in some scenarios, an action-condition pair. The action-condition pair includes an action associated with the type of filter and a condition comprising an adaptive value associated with the action. Based on the filter and, if present, action-condition pair(s), the embodiments generate a structured query and issue the structured query to a data repository (e.g., database). The search engine then returns a search results page responsive to the search query that includes the results returned by the data repository in response to the structured query.",2024-01-02,2024
11860961,Deep-learning-based dating profiles filtering and recommendation system,"Various embodiments of a deep learning (DL)-based face perception engine for constructing, providing, and applying a highly-personalized face perception model for an individual through a deep learning process are disclosed. In some embodiments, a disclosed face perception engine includes a deep neural network configured for training a personalized face perception model for a unique individual based on a standard set of training images and a corresponding set of decisions on the set of training images provided by the unique individual. When sufficiently trained using the standard set of training images and the corresponding set of decisions, the personalized face perception model for the unique individual perceives a new face photo/image as if through the eyes of that unique individual. Hence, the trained face perception model can be used an “agent” or “representative” of the associated person in making very personal decisions, such as to decide if a given face photo/image includes a desirable face in the eyes of that person.",2024-01-02,2024
11860968,System and method for integrating user feedback into website building system services,"A website building system (WBS) includes a processor implementing a machine learning feedback-based proposal module and a database storing at least the websites of a plurality of users of the WBS, and components of the websites. The module includes a plurality of per activity AI units and a feedback system. Each per activity AI unit supports one or more specific activity related to the WBS and provides at least one system suggestion to the users related to its specific activity. Each per activity AI unit includes at least one machine learning model suitable for the activity supported by its per activity AI unit. The feedback system provides a plurality of different kinds of feedback from the users for updating the machine learning models. The feedback system analyzes the feedback to determine which one of the at least one machine learning models to update.",2024-01-02,2024
11860973,Method and system for foreline deposition diagnostics and control,"Systems, apparatus, and methods are disclosed for foreline diagnostics and control. A foreline coupled to a chamber exhaust is instrumented with one or more sensors, in some embodiments placed between the chamber exhaust and an abatement system. The one or more sensors are positioned to measure pressure in the foreline as an indicator of conductance. The sensors are coupled to a trained machine learning model configured to provide a signal when the foreline needs a cleaning cycle or when preventive maintenance should be performed. In some embodiments, the trained machine learning predicts when cleaning or preventive maintenance will be needed.",2024-01-02,2024
11860975,Allocating computing resources during continuous retraining,"Provided are aspects relating to methods and computing devices for allocating computing resources and selecting hyperparameter configurations during continuous retraining and operation of a machine learning model. In one example, a computing device configured to be located at a network edge between a local network and a cloud service includes a processor and a memory storing instructions executable by the processor to operate a machine learning model. During a retraining window, a selected portion of a video stream is selected for labeling. At least a portion of a labeled retraining data set is selected for profiling a superset of hyperparameter configurations. For each configuration of the superset of hyperparameter configurations, a profiling test is performed. The profiling test is terminated, and a change in inference accuracy that resulted from the profiling test is extrapolated. Based upon the extrapolated inference accuracies, a set of selected hyperparameter configurations is output.",2024-01-02,2024
11860976,"Data processing method and device, classifier training method and system, and storage medium","A data processing method and device are provided. The method includes: extracting a plurality of data sets from unlabeled data; and for each data set, creating a plurality of sample sets by assigning labels to data samples in the data set, respectively training, for each sample set created from the data set, a classifier by using the sample set and labeled data, obtaining a sample set that corresponds to a trained classifier with the highest performance, and adding the obtained sample set to a candidate training set. Each sample set includes the first preset number of data samples with respective labels, the labels of the data samples in each sample set constitutes a label combination, and label combinations corresponding to different sample sets are different from each other. The method also includes adding a second preset number of sample sets in the candidate training set to the labeled data.",2024-01-02,2024
11860977,Hierarchical graph neural networks for visual clustering,"Techniques for performing visual clustering with a hierarchical graph neural network framework including a joint linkage prediction and density estimation graph model are described. Embodiments herein recurrently run the joint linkage prediction and density estimation graph model to generate intermediate clusters in multiple iterations (e.g., until convergence) to obtain a final clustering result. In certain embodiments, for each iteration, the input graph contains nodes that are merged from nodes assigned to intermediate clusters from the previous iteration. By using a small and fixed bandwidth k in each iteration, embodiments herein alleviate the sensitivity to the k selection for different clustering applications. Certain embodiments herein remove the tuning of a different k (e.g., k-bandwidth) for k-nearest neighbor graph construction over different clustering applications.",2024-01-02,2024
11860979,Synchronizing image data with either vehicle telematics data or infrastructure data pertaining to a road segment,"Techniques for collecting, synchronizing, and displaying various types of data relating to a road segment enable, via one or more local or remote processors, servers, transceivers, and/or sensors, (i) enhanced and contextualized analysis of vehicle events by way of synchronizing different data types, relating to a monitored road segment, collected via various different types of data sources; (ii) enhanced and contextualized analysis of filed insurance claims pertaining to a vehicle incident at a road segment; (iii) advantageous machine learning techniques for predicting a level of risk assumed for a given vehicle event or a given road segment; (iv) techniques for accounting for region-specific driver profiles when controlling autonomous vehicles; and/or (v) improved techniques for providing a GUI to display collected data in a meaningful and contextualized manner.",2024-01-02,2024
11860992,Authentication and authorization for access to soft and hard assets,"A System Platform establishes a Genuine User ID (“GUID”) (based upon input received from an Identity Management Source), creates a user profile for an Intended User, generates a unique data set based upon input associated with the user profile and a digital device it has registered to the Intended User, which is securely provisioned on the digital device. The output of the GUID in combination with the output of an algorithm in a provisioning application enables the digital device to respond to Access Requests at an Access Point. The response from the genuine Intended User's application on their genuine digital device produces a unique data package which combines the GUID, a device ID for the digital device and the output of the algorithm using the payload obtained from one or more data management sources. The unique data package can be tailored for many different uses by the intended user, including uses which are attended or unattended, with varying levels of security, and can or will have many different attributes, depending upon its use, including, but not limited to, value, authenticity, dynamic, secure, valid, reliable, customizable, rules & permission based, timely, on demand, and it can be time, geo or event based.",2024-01-02,2024
11861002,Systems and methods for machine learning enhanced intelligent building access endpoint security monitoring and management,Systems and methods for correlating access-system primitives generated by an access control system and semantic primitives generated by a sensor data comprehension system.,2024-01-02,2024
11861003,Fraudulent user identifier detection using machine learning models,"Certain aspects of the present disclosure provide techniques for identifying fraudulent user identifiers in a software application. An example method generally includes generating a vector representation of a user identifier. Using a first machine learning model and the vector representation of the user identifier, a fingerprint representative of the user identifier is generated. Using the first machine learning model and the generated fingerprint, a score is generated. The score generally describes a likelihood that the user identifier corresponds to a fraudulent user identifier. One or more similar user identifiers are identified based on the generated fingerprint and a second machine learning model. One or more actions are taken within a computing system relative to a user associated with the user identifier based on the generated score and the identified one or more similar user identifiers.",2024-01-02,2024
11861013,Systems and methods for triaging software vulnerabilities,"Systems and methods are provided for the classification of identified security vulnerabilities in software applications, and their triage based on automated decision-tree triage and/or machine learning. The disclosed system may generate a report listing detected potential vulnerability issues, and automatically determine whether the potential vulnerability issues are exploitable using automated triage policies containing decision trees or by extracting vulnerability features from the report and processing the extracted vulnerability features using machine learning models.",2024-01-02,2024
11861016,Multi-stage training of machine learning models,"Generation of a first prediction model is caused based on first training data, where the first prediction model enables determining whether an exploit to be developed for software vulnerabilities will be used in an attack. For each training instance in the first training data, the first prediction model is used to generate a score. Each training instance is added to second training data if the score is greater than a threshold value. The second training data is a subset of the first training data. Generation of a second prediction model is caused based on the second training data, where the second prediction model enables determining whether an exploit to be developed for software vulnerabilities will be used in an attack.",2024-01-02,2024
11861026,System and method for data management and security for digital manufacturing,"A method and system for providing secure delivery, transport, modification, exchange of digital design and build files that have been bundled into a digital asset within a complex digital supply chain. The system also provides for quality standards when the digital asset is used to manufacture a physical part, and provides for secure feedback to stakeholders for the purpose of digital logistics, data analytics, or liability. The system includes, but is not limited to, manufacturing, licensing, modification and delegation policy, generating authorization certificates, authenticating manufacturing devices and provide qualitative and quantitative file consumption data.",2024-01-02,2024
11861039,Hierarchical system and method for identifying sensitive content in data,"Various embodiments of a hierarchical system or method of identifying sensitive content in data is described. In some embodiments, sensitive data classifiers local to a data storage system can analyze a plurality of data items and classify at least some data items as potentially containing sensitive data. The sensitive data classifiers can provide the classified data items to a separate sensitive data discovery component. The sensitive data discovery component can, in some embodiments, obtain the classified data items, perform a sensitive data location analysis on the classified data items to identify a location of sensitive data within some of the classified data items, and generate location information for the sensitive data within the data items containing sensitive data. The sensitive data discovery component can provide to a destination this information, in some embodiments, where the destination might redact, tokenize, highlight, or perform other actions on the located sensitive data.",2024-01-02,2024
11861041,Methods and systems for automatically preserving a user session on a public access shared computer,"A computer-implemented method may include: receiving, from at least one camera, image data associated with a first user at a public access user computing device; detecting, based on the received image data, by employing a machine learning model trained using a dataset of actions collected from a plurality of previous users, that the first user has moved away from the public access user computing device; automatically encrypting, based upon the detection, a user session associated with the first user, wherein the encrypted user session is configured to be subsequently activated by the first user; and initiating a new generic user session on the public access user computing device for a second user.",2024-01-02,2024
11861042,Individual data unit and methods and systems for enhancing the security of user data,"An individual data unit for enhancing the security of a user data record is provided that includes a processor and a memory configured to store data. The individual data unit is associated with a network and the memory is in communication with the processor. The memory has instructions stored thereon which, when read and executed by the processor cause the individual data unit to perform basic operations only. The basic operations include communicating securely with computing devices, computer systems, and a central user data server. Moreover, the basic operations include receiving a user data record, storing the user data record, retrieving the user data record, and transmitting the user data record. The individual data unit can be located in a geographic location associated with the user which can be different than the geographic locations of the computer systems and the central user data server.",2024-01-02,2024
